"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"586",86,"AUTO POSTO SHOPPING IGUATEMI LTDA","AVENIDA IGUATEMI 777","VILA BRANDINA - CAMPINAS","Posto de Combustível","WGS84",292157.94,7466956.13,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#","combustíveis líquidos|solventes aromáticos","proibição de escavações","uso de solo#comunicada#|uso de solo#implantada#","extração multifásica",NA,"2013/11/26 15:03:56.349","1008188"
"587",179,"AUTO POSTO LC DE CAMPINAS - EPP","RUA ARMANDO SALES DE OLIVEIRA 749","TAQUARAL - CAMPINAS","Posto de Combustível","Córrego Alegre",289711.71,7468367.28,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/26 14:30:38.961","1008188"
"588",57,"AUTO POSTO PARQUE INDUSTRIAL LTDA","RUA PADRE JOSÉ QUADROS 351","PARQUE INDUSTRIAL - CAMPINAS","Posto de Combustível","WGS84",286344.63,7463154.43,"2015","Contaminada sob investigação","S","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/26 14:46:25.493","1008188"
"589",142,"COMANDO DA 11ª BRIGADA DE INFANTARIA LEVE","AVENIDA SOLDADO PASSARINHO S/Nº","FAZENDA MILITAR D","Posto de Combustível","WGS84",282263,7469561,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos|TPH",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","atenuação natural monitorada",NA,"2014/08/28 09:11:49.436","1261649"
"590",68,"VIAÇÃO CAPRIOLI LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 869","BONFIM - CAMPINAS","Comércio","WGS84",286677.24,7465878.49,"2015","Contaminada sob investigação","N",NA,"investigação confirmatória","armazenagem|desconhecida","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/28 15:31:06.570","1008188"
"591",69,"VIAÇÃO COMETA S/A","RUA DOS AIMORÉS 215","VILA COSTA E SILVA - CAMPINAS","Posto de Combustível","WGS84",287408.52,7471226.71,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem|manutenção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","bombeamento e tratamento",NA,"2013/11/28 15:32:46.912","1008188"
"592",80,"UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS - CGU","RUA DA REITORIA S/N","BARÃO GERALDO - CAMPINAS","Resíduo","SAD69",287954.16,7474494.98,"2015","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada","armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|PAHs",NA,"uso de solo#proposta#|uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/28 15:25:58.117","1008188"
"593",144,"QUEIROZ GALVÃO PAULISTA 14 DESENVOLVIMENTO IMOB. LTDA","R AUGUSTO EMÍLIO ZALUAR 57","JD CHAPADÃO","Comércio","WGS84",285554.49,7466160.01,"2015","Em processo de reutilizacao","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|monitoramento para encerramento","produção|manutenção","águas subterrâneas#dentro#","metais|TPH",NA,"uso água subterrânea#proposta#","bombeamento e tratamento",NA,"2014/07/08 10:39:10.486","1261649"
"594",28,"POSTO JOÃO JORGE LTDA","AV. JOÃO JORGE 330","VILA INDUSTRIAL - CAMPINAS","Posto de Combustível","SAD69",288384.25,7464669.42,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)",NA,"extração multifásica",NA,"2013/11/26 17:00:40.073","1008188"
"595",81,"AUTO POSTO DA LAGOA LTDA","AV. HEITOR PENTEADO 120","TAQUARAL - CAMPINAS","Posto de Combustível","Córrego Alegre",288302.36,7468199.36,"2015","Contaminada sob investigação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#proposta#",NA,NA,"2013/11/26 14:21:06.158","1008188"
"596",180,"AUTO POSTO MESQUITA LTDA","AV. JULIO DE MESQUITA 990","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",289089.42,7466405.66,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"infiltração","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/26 14:40:31.238","1008188"
"597",181,"AUTO POSTO SANTO ANTONIO DE CAMPINAS LTDA","AV. ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA 1344","VILA GEORGINA - CAMPINAS","Posto de Combustível","WGS84",290585.43,7462583.7,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#","extração multifásica",NA,"2013/11/26 15:05:49.039","1008188"
"598",107,"AUTO POSTO BARBIERI DE BARÃO GERALDO LTDA","AV. ALBINO JOSÉ DE OLIVEIRA 1007","CIDADE UNIVERSITARIA -  CAMPINAS","Posto de Combustível","WGS84",286641.05,7473782.28,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)",NA,"recuperação fase livre",NA,"2013/11/25 16:50:47.781","1008188"
"599",21,"AUTO POSTO VÔ JOÃO LTDA","AV. ALBINO JOSÉ DE OLIVEIRA 2151","BARÃO GERALDO - CAMPINAS","Posto de Combustível","WGS84",286387.3,7475029.38,"2015","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"remoção de solo/resíduo",NA,"2013/11/26 15:12:30.057","1008188"
"600",182,"NOVA CAMPINAS COMERCIO DE COMBUSTIVEIS LTDA","AV. ENGENHEIRO CARLOS STEVENSON 292","NOVA CAMPINAS","Posto de Combustível","Sirgas",290129.73,7465798.27,"2015","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#comunicada#","sem medida de remediação",NA,"2014/01/09 15:45:01.261","1008188"
"601",183,"GALVATEC COMERCIAL E TRATAMENTO DE SUPERFÍCIES LTDA","RUA ELTON CESAR, 851","CAMPO DOS AMARAIS","Indústria","WGS84",284285.77,7471273.98,"2015","Contaminada sob investigação","N",NA,"investigação confirmatória","armazenagem|produção|emissões atmosféricas","águas subterrâneas#dentro#","metais",NA,NA,NA,NA,"2014/07/08 10:39:17.443","1261649"
"602",184,"PREFEITURA MUNICIPAL DE CAMPINAS - LIXÃO DO JARDIM SATELITE IRIS","AV. JOHN BOYD DUNLOP S/N","JARDIM SATELITE IRIS - CAMPINAS","Resíduo","SAD69",280599.07,7461172.52,"2015","Contaminada com risco confirmado","N",NA,"investigação confirmatória","descarte disposição|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","outros inorgânicos|solventes halogenados|microbiológicos|outros","isolamento da área (proibição de acesso à area)|monitoramento ambiental","uso de solo#comunicada#|uso água subterrânea#comunicada#|edificações#comunicada#",NA,NA,"2013/11/28 14:59:34.131","1008188"
"603",185,"CENTRO COMERCIAL COMBUSTIVEIS DE CAMPINAS LTDA","AV. ABELARDO POMPEU DO AMARAL 316","VILA INDUSTRIAL - CAMPINAS","Posto de Combustível","WGS84",286304.41,7464710.58,"2015","Em processo de remediação","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água superficial#proposta#","extração multifásica",NA,"2013/11/26 15:30:53.400","1008188"
"604",146,"CONCREX ENGENHARIA DE CONCRETO LTDA","RUA VITOR MEIRELLES 340","JARDIM SAMAMBAIA - CAMPINAS","Indústria","WGS84",292919.9,7462459.79,"2015","Em processo de monitoramento para encerramento","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|concepção da remediação|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","manutenção","subsolo#dentro#|águas subterrâneas#dentro#","metais|TPH",NA,NA,"remoção de solo/resíduo",NA,"2013/11/26 15:48:19.405","1008188"
"605",152,"TECNOCROM METALÚRGICA LTDA","RUA DRAUSIO MARCONDES DE SOUZA 40","JARDIM SÃO JOSÉ","Indústria","WGS84",285152.71,7459040.42,"2015","Contaminada com risco confirmado","N",NA,"investigação confirmatória","produção","águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","sem medida de remediação",NA,"2016/02/12 16:05:17.111","632406"
"606",109,"AUTO POSTO CASTELINHO LTDA","AV. ANDRADE NEVES 1515","BONFIM - CAMPINAS","Posto de Combustível","WGS84",287267.81,7466492.21,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#","sem medida de remediação",NA,"2013/11/25 16:56:13.810","1008188"
"607",5,"AUTO POSTO ESKINÃO LTDA","AVENIDA MORAES SALES 940","CENTRO - CAMPINAS","Posto de Combustível","WGS84",289168.59,7465364.52,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","fechamento/interdição de poços de abastecimento","uso água subterrânea#comunicada#","bombeamento e tratamento",NA,"2013/11/26 14:23:22.616","1008188"
"608",14,"AUTO POSTO M.A.M.P LTDA","AVENIDA SENADOR SARAIVA 957","CENTRO - CAMPINAS","Posto de Combustível","SAD69",288169.26,7465734.39,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/26 14:35:52.521","1008188"
"609",186,"CENTRO AUTOMOTIVO CIDADE UNIVERSITÁRIA LTDA","AV. DOUTOR ROMEU TORTIMA 1541","BARÃO GERALDO - CAMPINAS","Posto de Combustível","SAD69",287529.09,7474637.88,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos","monitoramento ambiental",NA,"sem medida de remediação",NA,"2013/11/26 15:29:24.693","1008188"
"610",187,"2 IRMÃOS PRODUTOS DE PETRÓLEO LTDA","RUA DR. ELTON CÉZAR 919","AMARAIS - CAMPINAS","Posto de Combustível","SAD69",284370.98,7471372.14,"2015","Contaminada sob investigação","S","investigação confirmatória",NA,"armazenagem|manutenção","subsolo#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/25 16:17:16.421","1008188"
"611",151,"EXPAMBOX INDUSTRIA DE MOBILIARIO LTDA","RODOVIA PROFESSOR ZEFERINO VAZ KM 115","REAL PARQUE - CHACARA DE DE RECREI CAMPINAS","Indústria","WGS84",285157.73,7473891,"2015","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada","armazenagem|descarte disposição|produção|infiltração|tratamento de efluentes","águas subterrâneas#dentro#","metais",NA,NA,NA,NA,"2016/03/21 16:06:34.834","1300644"
"612",154,"FRESENIUS KABI BRASIL LTDA","RUA FRANCISCO PEREIRA COUTINHO 347","PARQUE SÃO QUIRINO","Indústria","WGS84",290105.07,7469840.95,"2015","Contaminada sob investigação","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação","produção","águas subterrâneas#dentro#","metais|solventes halogenados|solventes aromáticos",NA,"uso água subterrânea#proposta#","oxidação/redução química",NA,"2016/03/21 16:14:52.976","1300644"
"613",155,"REPSOL YPF BRASIL S.A","RUA PEDRO GIANFRANCISCO 60","PARQUE VIA NORTE - CAMPINAS","Indústria","WGS84",283197.95,7467017.08,"2015","Contaminada sob investigação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","descarte disposição|produção","subsolo#dentro#|águas subterrâneas#dentro#","metais|TPH",NA,"uso água subterrânea#proposta#",NA,NA,"2013/11/28 15:01:08.040","1008188"
"614",122,"GOLD ALASKA EMPREENDIMENTO IMOBILIARIOS LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 358","JARDIM CHAPADÃO - CAMPINAS","Indústria","WGS84",287108,7465838,"2015","Reabilitada para o uso declarado","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","desconhecida","solo superficial#dentro#|águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/26 16:01:51.009","1008188"
"615",45,"GEVISA S/A","RODOVIA SP 101 TRECHO CAMPINAS MONTE MOR KM 3,8","BOA VISTA - CAMPINAS","Indústria","SAD69",279668.3,7468131.6,"2015","Em processo de monitoramento para encerramento","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|monitoramento para encerramento","produção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|PCBs|ftalatos|existência de POPs","isolamento da área (proibição de acesso à area)|monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)|fechamento/interdição de poços de abastecimento","uso de solo#proposta#|uso água subterrânea#proposta#|uso água subterrânea#comunicada#","remoção de solo/resíduo",NA,"2013/11/26 15:57:46.359","1008188"
"616",188,"SPE NORTE SUL EMPREENDIMENTOS IMOBILIARIOS","AVENIDA JOSE DE SOUZA CAMPOS 1771","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",290062.58,7467162.04,"2015","Em processo de reutilizacao","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso água subterrânea#proposta#","oxidação/redução química",NA,"2016/03/21 16:29:26.894","1300644"
"617",189,"POSTO SÃO GENARO LTDA","AV. ALBERTO  SARMENTO 21","JARDIM CHAPADÃO - CAMPINAS","Posto de Combustível","SAD69",286445.37,7466053.08,"2015","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/28 14:49:36.548","1008188"
"618",55,"POSTO BRASIL 2000 LTDA","AVENIDA BRASIL 1980","VILA NOVA - CAMPINAS","Posto de Combustível","WGS84",287359.15,7468207.28,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso água subterrânea#proposta#","extração multifásica",NA,"2013/11/26 16:49:16.415","1008188"
"619",90,"POSTO JARDIM DO TREVO LTDA","AV. BENEDICTO DE CAMPOS 193","JARDIM DO TREVO - CAMPINAS","Posto de Combustível","WGS84",287678.95,7462786.11,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento do índice de explosividade|monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|extração multifásica",NA,"2013/11/26 16:58:16.556","1008188"
"620",35,"POSTO DE SERVIÇOS JARDIM BONFIM LTDA (ANTIGO POSTO TERNI LTDA)","AV. BARÃO DE MONTE ALEGRE 72","VILA TEIXEIRA - CAMPINAS","Posto de Combustível","SAD69",286304.07,7465414.48,"2015","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","oxidação/redução química",NA,"2013/11/28 14:53:03.185","1008188"
"621",190,"MERCK SHARP E DOHME FARMACEUTICA LTDA","RUA TREZE DE MAIO 1161","SOUSAS - CAMPINAS","Indústria","WGS84",298838.8,7469621.9,"2015","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória","armazenagem|descarte disposição|infiltração|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","solventes halogenados|outros",NA,NA,"remoção de solo/resíduo",NA,"2016/08/16 13:45:25.505","1300644"
"622",191,"ANDREA SANTINI REGO","AV. BRASIL 33","GUANABARA - CAMPINAS","Posto de Combustível","SAD69",288646.89,7466827.87,"2015","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#","recuperação fase livre",NA,"2013/11/25 16:36:54.514","1008188"
"623",7,"AUTO POSTO JP LTDA","RUA BENJAMIM CONSTANT 1335","CENTRO - CAMPINAS","Posto de Combustível","SAD69",288827.65,7465903.83,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs",NA,"uso água subterrânea#proposta#","bombeamento e tratamento|extração multifásica|biorremediação",NA,"2013/11/26 14:29:02.378","1008188"
"624",121,"AUTO POSTO 2002 DE CAMPINAS LTDA","AV.  PRINCESA D OESTE 2002","JARDIM PARAISO - CAMPINAS","Posto de Combustível","WGS84",290137.19,7465406.88,"2015","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,NA,NA,NA,"2013/11/25 16:43:26.327","1008188"
"625",192,"AUTO POSTO JVR LTDA","AV DAS AMOREIRAS 1738","SÃO BERNARDO CAMPINAS","Posto de Combustível","WGS84",286846.49,7463583.59,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos",NA,"uso água subterrânea#proposta#",NA,NA,"2016/08/10 16:28:29.606","1300644"
"626",25,"LUSAN COMERCIO DE COMBUSTIVEIS LTDA","AV. ANCHIETA 702","CENTRO - CAMPINAS","Posto de Combustível","SAD69",288882.6,7466483.39,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,NA,"remoção de solo/resíduo",NA,"2013/11/26 16:28:03.098","1008188"
"627",3,"ASHLAND RESINAS LTDA","RODOVIA ANHANGUERA KM 103 S/N","NOVA APARECIDA - CAMPINAS","Indústria","SAD69",280481,7470334,"2015","Em processo de monitoramento para encerramento","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|produção|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|solventes halogenados|solventes aromáticos|outros","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","bombeamento e tratamento|remoção de solo/resíduo",NA,"2013/11/25 16:41:30.702","1008188"
"628",104,"AUTO POSTO APPALOOSA LTDA","AV. ANTON ZUBEN 2593","DARDIM DAS BANDEIRAS - CAMPINAS","Posto de Combustível","WGS84",285602.07,7460473.52,"2015","Contaminada com risco confirmado","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/25 16:45:17.266","1008188"
"629",129,"AMPHENOL TFC DO BRASIL TDA","RODOVIA GOVERNADOR DR. ADHEMAR PEREIRA DE BARROS SP-340 KM 121,5","FAZENDA MONTE D'ESTE - CAMPINAS","Indústria","SAD69",291827.08,7478427.96,"2015","Contaminada sob investigação","N",NA,"investigação confirmatória|","armazenagem|produção|manutenção|tratamento de efluentes|descarte disposição|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","metais|fenóis|outros|","fechamento/interdição de poços de abastecimento|",NA,NA,NA,"2013/11/25 16:32:45.877","1008188"
"630",97,"ADERE AUTO-ADESIVOS LTDA","VIA ANHANGUERA KM 102","TRES MARIAS - CAMPINAS","Indústria","SAD69",280994.8,7469731.78,"2015","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação|remediação com monitoramento da eficiência e eficácia","armazenagem|acidentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos|PAHs","isolamento da área (proibição de acesso à area)|ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","bombeamento e tratamento|biosparging|oxidação/redução química|remoção de solo/resíduo|biorremediação",NA,"2013/11/25 16:23:44.336","1008188"
"631",193,"AUTO POSTO BARÃO DE ITAPURA LTDA","AV. BARÃO DE ITAPURA 641","BOTAFOGO - CAMPINAS","Posto de Combustível","SAD69",287819.5,7466357.43,"2015","Reabilitada para o uso declarado","S","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","sem medida de remediação",NA,"2013/11/25 16:48:35.789","1008188"
"632",194,"AUTO POSTO CAMPO AMARAIS LTDA","RUA SYLVIA DA SILVA BRAGA 120","JARDIM SÃO MARCOS - CAMPINAS","Posto de Combustível","WGS84",283444.41,7470966.86,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#","sem medida de remediação",NA,"2013/11/25 16:52:46.818","1008188"
"633",41,"AUTO POSTO CHACARA DO VOVÔ LTDA","RUA PADRE GASPAR BERTONI 20","JARDIM INTERLAGOS - CAMPINAS","Posto de Combustível","WGS84",284755.6,7466137.54,"2015","Contaminada com risco confirmado","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,NA,NA,NA,"2013/11/25 16:57:43.126","1008188"
"634",8,"AUTO POSTO LM DE CAMPINAS LTDA","RODOVIA DOM PEDRO I S/N SP 065 - KM 140,9","CEASA - CAMPINAS","Posto de Combustível","SAD69",284703.66,7471865.19,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"extração multifásica",NA,"2013/11/26 14:34:02.120","1008188"
"635",9,"AUTO POSTO VIRACOPOS DE CAMPINAS LTDA","AEROPORTO VIRACOPOS 0","AEROPORTO - CAMPINAS","Posto de Combustível","WGS84",280394,7453889,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,NA,"bombeamento e tratamento",NA,"2013/11/26 15:10:43.437","1008188"
"636",85,"AUTO POSTO MUG LTDA","AV. FRANCISCO DE ANGELIS 1171","VILA JOAQUIM INACIO - CAMPINAS","Posto de Combustível","WGS84",290560.08,7462699.7,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|produção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|ar#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"bombeamento e tratamento",NA,"2013/11/26 14:42:18.899","1008188"
"637",195,"AUTO POSTO PIÇARRÃO LTDA","AV. JORGE TIBIRIÇÃ 1500","JARDIM DAS OLIVEIRAS - CAMPINAS","Posto de Combustível","SAD69",290141.12,7462427.15,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#comunicada#|uso água subterrânea#implantada#","sem medida de remediação",NA,"2013/11/26 14:48:08.445","1008188"
